1,0.683
2,1.154
3,1.866
4,1.527
5,0.830
6,1.068
7,0.994
8,2.138
9,0.970
10,0.757
11,0.925
12,0.899
13,1.201
14,1.146
15,0.845
16,1.867
17,2.058
18,0.803
19,0.728
20,0.831
21,0.746
22,0.641
23,0.941
24,0.686
25,0.761
26,0.883
27,0.733
28,0.715
29,0.755
30,0.996
31,0.766
32,1.053
33,0.739
34,0.817
35,0.743
36,0.802
37,0.791
38,0.774
39,0.757
40,0.789
41,0.686
42,0.691
43,0.988
44,0.954
45,0.665
46,1.432
47,0.802
48,0.799
49,0.787
50,0.784
51,0.888
52,1.009
53,1.250
54,1.964
55,0.956
56,0.793
57,0.697
58,0.699
59,0.759
60,1.753
61,2.065
62,0.785
63,1.254
64,0.872
65,0.806
66,0.842
67,1.891
68,1.903
69,1.264
70,0.850
71,0.759
72,0.852
73,1.043
74,1.287
75,0.823
76,1.142
77,2.113
78,0.773
79,0.766
80,0.802
81,0.805
82,0.773
83,1.051
84,0.779
85,0.796
86,0.752
87,0.707
88,0.682
89,1.417
90,1.552
91,0.850
92,0.762
93,0.781
94,1.866
95,0.826
96,1.846
97,0.828
98,0.858
99,1.721
100,0.824
101,0.995
102,0.849
103,1.001
104,1.007
105,1.202
106,0.781
107,0.748
108,0.738
109,1.466
110,0.735
111,0.923
112,2.076
113,1.199
114,0.821
115,1.921
116,0.878
117,0.779
118,0.966
119,0.779
120,0.987
121,0.738
122,0.795
123,3.835
124,2.109
125,1.230
126,1.643
127,2.056
128,0.777
129,0.836
130,1.123
131,1.284
132,0.971
133,0.648
134,0.743
135,0.867
136,0.656
137,0.851
138,1.314
139,1.225
140,1.298
141,0.918
142,2.019
143,0.739
144,0.684
145,0.797
146,0.831
147,0.805
148,0.853
149,1.062
150,0.825
151,0.729
152,0.667
153,1.382
154,0.895
155,0.744
156,0.913
157,0.877
158,0.786
159,1.154
160,1.382
161,0.929
162,1.121
163,0.960
164,1.050
165,0.811
166,1.212
167,0.833
168,0.791
169,0.734
170,1.064
171,0.743
172,0.709
173,0.809
174,1.399
175,1.188
176,1.852
177,1.831
178,0.905
179,0.947
180,0.857
181,2.096
182,2.056
183,0.821
184,1.905
185,0.702
186,0.602
187,0.737
188,0.703
189,0.831
190,0.740
191,0.793
192,2.030
193,1.446
194,0.745
195,0.878
196,0.705
197,0.823
198,1.009
199,0.752
200,0.789
201,0.848
202,1.261
203,0.743
204,0.702
205,0.877
206,0.736
207,0.741
208,1.854
209,0.768
210,2.079
211,0.845
212,1.890
213,0.841
214,0.792
215,0.820
216,1.179
217,0.885
218,1.846
219,0.728
220,0.777
221,0.967
222,0.745
223,0.751
224,0.755
225,0.683
226,0.850
227,0.931
228,1.180
229,2.083
230,0.850
231,0.782
232,0.836
233,0.940
234,1.089
235,0.750
236,0.786
237,0.788
238,1.165
239,0.900
240,0.820
241,0.705
242,0.714
243,1.197
244,0.802
245,1.005
246,1.844
247,0.919
248,0.818
249,0.794
250,0.768
251,0.952
252,0.794
253,0.868
254,0.848
255,2.134
256,0.687
257,0.759
258,0.743
259,0.677
260,0.866
261,1.368
262,1.275
263,0.877
264,1.090
265,0.764
266,2.126
267,1.553
268,1.146
269,0.803
270,0.744
271,0.766
272,0.794
273,1.056
274,0.796
275,0.754
276,0.696
277,0.758
278,1.245
279,1.876
280,0.755
281,2.076
282,0.845
283,1.904
284,0.807
285,0.869
286,0.827
287,0.857
288,1.534
289,0.691
290,0.796
291,0.728
292,0.937
293,0.739
294,2.031
295,1.430
296,1.494
297,1.313
298,0.805
299,0.995
300,1.051
301,0.826
302,0.890
303,0.823
304,0.821
305,0.865
306,0.911
307,0.790
308,0.986
309,0.933
310,0.738
311,0.742
312,1.290
313,1.625
314,0.795
315,0.837
316,0.804
317,1.256
318,1.013
319,1.218
320,1.663
321,2.139
322,1.114
323,0.709
324,1.178
325,0.739
326,0.744
327,0.794
328,1.394
329,0.876
330,2.128
331,0.987
332,1.867
333,1.014
334,0.834
335,0.853
336,2.117
337,0.904
338,0.826
339,0.971
340,0.801
341,0.726
342,0.704
343,1.427
344,0.886
345,1.118
346,1.838
347,1.839
348,0.904
349,1.815
350,1.039
351,0.759
352,0.734
353,0.823
354,0.789
355,0.818
356,0.990
357,0.963
358,0.741
359,0.712
360,0.740
361,0.785
362,0.761
363,0.747
364,0.835
365,1.124
366,0.805
367,0.808
368,0.827
369,1.421
370,0.773
371,1.049
372,1.073
373,0.701
374,0.816
375,0.860
376,1.077
377,0.989
378,1.002
379,0.764
380,1.865
381,0.839
382,0.787
383,0.724
384,0.734
385,1.898
386,2.090
387,1.299
388,0.755
389,0.788
390,0.868
391,0.681
392,0.806
393,0.787
394,0.789
395,2.040
396,0.708
397,1.502
398,0.855
399,2.090
400,0.826
401,0.751
402,1.018
403,0.727
404,1.032
405,0.625
406,0.962
407,0.704
408,0.576
409,0.808
410,0.849
411,0.739
412,0.571
413,0.582
414,0.741
415,0.691
416,0.658
417,0.780
418,0.723
419,0.626
420,0.733
421,0.640
422,0.791
423,0.651
424,0.632
425,0.740
426,0.678
427,0.682
428,0.685
429,0.850
430,0.869
431,0.712
432,0.838
433,0.661
434,0.857
435,0.619
436,0.749
437,0.937
438,0.820
439,0.637
440,0.677
441,0.680
442,0.658
443,1.104
444,1.506
445,0.701
446,0.666
447,1.439
448,1.267
449,0.895
450,0.714
451,0.806
452,0.754
453,0.734
454,1.473
455,0.801
456,0.727
457,0.714
458,3.430
459,0.713
460,0.968
461,0.985
462,1.496
463,0.954
464,2.170
465,0.920
466,0.757
467,0.757
468,0.756
469,0.798
470,0.736
471,0.900
472,0.732
473,0.643
474,0.726
475,1.016
476,0.695
477,0.675
478,0.640
479,0.674
480,0.702
481,0.723
482,0.720
483,0.909
484,0.764
485,1.813
486,1.913
487,1.360
488,0.697
489,0.715
490,1.133
491,0.705
492,0.749
493,0.735
494,0.752
495,0.723
496,1.455
497,0.787
498,0.735
499,0.702
500,0.732
501,0.892
502,0.745
503,0.778
504,0.794
505,0.856
506,0.846
507,0.801
508,0.740
509,0.807
510,0.687
511,1.378
512,1.059
513,0.797
514,0.720
515,0.815
516,0.987
517,0.671
518,0.727
519,0.737
520,0.719
521,0.748
522,0.697
523,0.885
524,0.748
525,0.898
526,0.707
527,0.845
528,1.110
529,0.922
530,0.620
531,0.822
532,0.662
533,0.717
534,-1
535,0.837
536,1.215
537,0.688
538,0.722
539,0.717
540,0.707
541,0.772
542,0.660
543,0.884
544,0.871
545,0.743
546,0.558
547,0.717
548,0.727
549,0.663
550,0.724
551,0.730
552,0.816
553,0.753
554,0.872
555,0.730
556,0.727
557,0.701
558,0.739
559,0.721
560,0.653
561,0.804
562,0.757
563,0.696
564,0.937
565,0.770
566,1.695
567,2.034
568,0.669
569,0.852
570,0.816
571,0.776
572,0.771
573,0.789
574,0.917
575,0.755
576,0.738
577,2.130
578,0.688
579,2.129
580,0.742
581,0.817
582,0.737
583,0.899
584,0.968
585,0.953
586,0.717
587,0.659
588,1.132
589,0.867
590,0.836
591,0.666
592,0.795
593,0.715
594,0.696
595,0.644
596,0.675
597,0.601
598,1.125
599,0.746
600,0.734
601,0.676
602,0.741
603,0.955
604,0.716
605,0.612
606,0.686
607,0.678
608,0.823
609,1.176
610,1.137
611,1.490
612,1.319
613,1.648
614,1.261
615,0.784
616,0.861
617,0.813
618,0.836
619,0.846
620,1.803
621,0.870
622,1.203
623,1.504
624,1.009
625,1.211
626,0.729
627,1.799
628,0.767
629,0.711
630,0.911
631,1.097
632,0.876
633,1.103
634,0.779
635,0.841
636,0.979
637,2.111
638,1.564
639,0.761
640,0.753
641,0.701
642,0.712
643,0.734
644,0.743
645,1.385
646,0.752
647,0.734
648,0.700
649,2.091
650,1.711
651,0.830
652,0.938
653,1.173
654,0.921
655,2.104
656,2.103
657,1.508
658,0.758
659,0.748
660,0.680
661,0.979
662,0.688
663,0.711
664,1.449
665,0.697
666,1.460
667,1.015
668,1.085
669,0.776
670,1.141
671,1.011
672,1.279
673,1.051
674,0.897
675,0.751
676,0.724
677,1.035
678,0.713
679,0.729
680,0.999
681,0.714
682,0.853
683,0.933
684,1.128
685,1.909
686,0.777
687,0.799
688,0.777
689,0.803
690,0.809
691,0.832
692,0.825
693,0.962
694,0.958
695,0.871
696,0.763
697,0.868
698,0.927
699,0.734
700,1.231
701,1.479
702,0.694
703,0.763
704,0.835
705,0.823
706,0.861
707,0.800
708,2.179
709,0.743
710,1.557
711,0.727
712,1.189
713,0.788
714,1.351
715,0.828
716,0.983
717,0.740
718,0.740
719,0.776
720,0.743
721,1.223
722,0.914
723,2.098
724,0.788
725,0.809
726,0.739
727,0.880
728,0.785
729,0.932
730,2.100
731,0.763
732,2.091
733,0.774
734,0.737
735,0.692
736,0.749
737,0.972
738,0.880
739,1.159
740,0.727
741,0.932
742,2.119
743,1.472
744,0.852
745,0.974
746,1.795
747,0.776
748,0.884
749,0.890
750,1.712
751,0.777
752,0.863
753,0.764
754,0.983
755,0.735
756,0.814
757,0.751
758,1.525
759,1.130
760,1.018
761,0.797
762,1.052
763,0.862
764,1.558
765,2.135
766,0.744
767,0.810
768,1.891
769,2.115
770,0.904
771,0.804
772,0.756
773,0.745
774,0.709
775,0.744
776,0.722
777,1.206
778,0.801
779,0.780
780,0.736
781,0.762
782,0.954
783,1.082
